number of dependents,number of referrals,tenure in months,phone service,avg monthly long distance charges,multiple lines,internet service,internet type,avg monthly gb download,online security,online backup,device protection plan,premium tech support,unlimited data,contract,paperless billing,payment method,monthly charge,total revenue,churned,age_group
3,0,16,1,27.23,1,1,Fiber Optic,69.0,0,0,0,1,1,One Year,1,Credit Card,79.5,1699.88,0,25-34
0,0,2,1,21.3,1,1,DSL,7.0,0,1,0,0,0,Month-to-Month,0,Credit Card,54.15,154.25,0,45-54
0,0,64,1,27.7,1,1,DSL,21.0,0,1,1,1,1,Two Year,0,Credit Card,74.65,6595.11,0,65-80
2,4,71,1,32.16,1,1,Fiber Optic,59.0,1,0,1,1,1,Two Year,0,Bank Withdrawal,100.45,9426.94,0,25-34
0,0,3,1,34.89,0,1,Cable,13.0,0,0,0,0,0,Month-to-Month,0,Credit Card,44.75,262.72,0,35-44
0,1,72,1,5.25,1,1,DSL,28.0,1,0,1,1,1,Two Year,1,Credit Card,84.4,6474.45,0,35-44
0,0,26,1,25.4,1,1,DSL,10.0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,69.5,2460.45,0,45-54
0,1,1,0,0.0,0,1,DSL,58.0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,30.2,30.2,1,25-34
0,0,52,1,47.9,0,1,DSL,3.0,1,0,1,0,1,One Year,0,Bank Withdrawal,53.75,5238.33,0,35-44
0,0,72,1,2.56,1,1,Fiber Optic,25.0,1,1,1,1,1,Two Year,0,Bank Withdrawal,113.4,8348.42,0,25-34
2,7,36,1,40.54,1,1,Cable,59.0,1,1,1,1,1,Two Year,1,Credit Card,92.9,4838.69,0,18-24
0,3,46,0,0.0,0,1,DSL,30.0,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,45.55,2062.15,0,45-54
0,0,51,1,36.59,0,1,DSL,20.0,0,0,0,1,1,One Year,0,Credit Card,47.85,4204.45,0,45-54
0,0,4,0,0.0,0,1,Cable,22.0,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,30.5,118.4,0,45-54
0,0,3,1,34.49,1,1,Fiber Optic,52.0,0,0,0,0,1,Month-to-Month,0,Credit Card,75.0,312.57,1,25-34
0,0,56,1,2.5,1,1,Fiber Optic,3.0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,105.45,6056.95,0,35-44
0,0,16,1,36.83,0,1,DSL,16.0,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,59.4,1613.18,1,65-80
0,7,44,1,23.75,0,1,Fiber Optic,53.0,0,0,0,0,1,One Year,1,Bank Withdrawal,90.65,5019.15,0,25-34
0,0,29,1,8.0,0,1,DSL,9.0,1,1,0,1,0,One Year,1,Bank Withdrawal,58.75,1978.2,0,35-44
1,5,29,1,24.64,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Mailed Check,20.65,1369.41,0,18-24
0,0,22,1,5.09,1,1,Fiber Optic,23.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,74.4,1804.58,1,65-80
0,0,1,1,23.7,0,1,Fiber Optic,25.0,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,74.0,97.7,0,25-34
2,5,29,1,36.7,1,1,DSL,69.0,1,0,0,1,0,One Year,0,Bank Withdrawal,69.05,3062.75,0,25-34
1,10,68,1,43.51,1,1,DSL,22.0,1,1,1,1,0,Two Year,0,Credit Card,88.0,9160.58,0,45-54
0,1,34,1,2.07,1,1,Fiber Optic,16.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.55,2495.78,0,65-80
0,0,1,1,39.3,0,1,DSL,26.0,1,0,0,0,1,Month-to-Month,0,Credit Card,51.25,90.55,0,25-34
0,0,37,1,26.95,1,1,Fiber Optic,17.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,76.25,3838.7,1,65-80
0,1,7,1,8.92,1,1,Fiber Optic,17.0,0,0,0,0,1,Month-to-Month,1,Credit Card,74.4,557.88,1,65-80
0,0,51,1,47.43,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.45,3461.58,0,35-44
0,0,52,1,5.92,0,1,Fiber Optic,23.0,0,0,1,0,0,Month-to-Month,1,Credit Card,83.8,4709.24,0,55-64
0,0,1,1,27.46,0,1,DSL,26.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,44.8,72.26,0,35-44
0,0,21,0,0.0,0,1,DSL,26.0,1,0,0,1,1,Month-to-Month,1,Credit Card,43.55,1011.5,0,25-34
3,4,70,1,5.51,1,1,Fiber Optic,85.0,0,1,1,1,0,Two Year,1,Bank Withdrawal,110.2,8225.5,0,25-34
0,6,69,1,34.55,0,1,Fiber Optic,19.0,1,1,0,0,1,One Year,0,Credit Card,87.3,8439.5,0,65-80
0,1,42,1,6.84,1,1,Fiber Optic,27.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,94.2,4473.58,1,25-34
0,0,33,1,16.57,1,1,Fiber Optic,30.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,100.0,3867.41,0,35-44
0,0,1,1,15.76,0,1,DSL,13.0,0,0,0,0,1,Month-to-Month,1,Credit Card,44.9,60.66,0,35-44
1,2,59,1,41.19,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.85,3618.46,0,45-54
0,0,2,1,40.25,1,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,24.85,142.5,0,45-54
0,0,4,1,19.84,0,1,Fiber Optic,73.0,0,0,1,0,1,Month-to-Month,1,Credit Card,82.85,398.96,0,18-24
0,1,31,1,38.67,1,1,Cable,13.0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,91.15,4194.22,1,35-44
0,6,61,1,18.03,1,1,Fiber Optic,22.0,0,0,1,1,1,One Year,1,Bank Withdrawal,103.3,7618.18,0,55-64
0,0,42,1,48.41,0,0,No,0.0,0,0,0,0,0,One Year,1,Credit Card,19.55,2860.46,0,25-34
0,0,13,0,0.0,0,1,Cable,16.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,31.05,347.25,1,45-54
0,0,1,1,28.67,0,1,DSL,4.0,0,0,0,0,1,Two Year,0,Bank Withdrawal,44.0,72.67,0,65-80
0,0,5,0,0.0,0,1,Cable,59.0,1,0,1,1,1,Month-to-Month,0,Credit Card,40.0,223.45,1,25-34
3,10,71,1,48.76,0,1,Cable,71.0,1,0,1,0,1,Two Year,0,Credit Card,77.55,9036.31,0,18-24
0,0,27,1,34.98,0,1,Fiber Optic,26.0,0,0,0,0,1,Month-to-Month,1,Credit Card,69.05,2714.99,0,25-34
2,8,57,1,29.64,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.75,2812.63,0,55-64
0,0,37,0,0.0,0,1,DSL,25.0,0,0,0,0,0,Two Year,0,Credit Card,35.8,1416.9,0,45-54
0,0,41,1,1.08,0,1,Fiber Optic,6.0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,74.25,3133.38,0,45-54
0,7,26,1,11.23,0,1,Cable,48.0,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,81.9,2325.67,0,25-34
2,0,10,1,6.5,1,1,Fiber Optic,76.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,85.95,923.6,0,18-24
1,6,31,1,30.67,1,1,DSL,59.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,59.7,2776.27,0,18-24
0,9,10,1,21.85,0,1,DSL,9.0,1,0,0,1,1,Month-to-Month,1,Credit Card,54.95,787.35,0,25-34
0,6,14,1,4.05,0,1,DSL,59.0,0,0,1,0,1,Month-to-Month,0,Credit Card,50.2,725.55,0,25-34
2,0,9,1,45.83,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.4,596.57,0,25-34
0,5,72,1,8.68,1,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,24.3,2403.66,0,65-80
0,0,42,1,39.32,0,1,Cable,20.0,1,1,0,1,1,One Year,1,Credit Card,67.7,4533.69,0,55-64
0,3,2,1,5.42,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.35,52.69,0,35-44
0,0,25,1,18.46,1,1,Fiber Optic,3.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,89.5,2657.65,1,65-80
0,0,5,1,48.49,1,1,Fiber Optic,85.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,84.0,667.2,0,25-34
0,0,1,1,23.96,0,1,Fiber Optic,22.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,78.95,102.91,1,55-64
0,0,5,0,0.0,0,1,Cable,59.0,1,1,1,1,1,Month-to-Month,1,Mailed Check,43.25,219.0,1,25-34
2,9,46,0,0.0,0,1,DSL,52.0,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,35.05,1620.25,0,25-34
0,0,57,0,0.0,0,1,DSL,24.0,1,0,1,1,1,One Year,1,Credit Card,41.1,2258.25,0,35-44
0,0,21,1,23.23,0,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,20.5,917.38,0,65-80
0,0,4,1,3.69,1,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,25.25,116.66,0,55-64
0,7,65,1,48.66,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.35,4482.85,0,25-34
3,2,19,1,32.47,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,19.9,974.63,0,45-54
0,0,1,1,13.51,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.05,33.56,0,55-64
0,1,51,1,22.14,1,1,Fiber Optic,30.0,1,0,1,0,1,Month-to-Month,1,Bank Withdrawal,93.8,5880.09,1,65-80
0,1,72,1,13.72,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,24.8,2845.88,0,35-44
2,1,70,1,48.44,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.8,4769.55,0,35-44
0,7,28,1,33.09,0,1,Fiber Optic,19.0,0,1,1,0,1,Month-to-Month,0,Credit Card,89.9,3360.02,0,55-64
0,7,71,1,36.6,1,1,Fiber Optic,10.0,1,1,1,1,1,One Year,1,Bank Withdrawal,92.0,9183.8,0,65-80
0,1,5,1,5.2,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,20.1,111.1,0,25-34
0,0,4,1,27.57,0,1,Fiber Optic,27.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,79.0,413.43,1,55-64
0,5,69,1,49.91,1,1,Fiber Optic,13.0,0,1,1,0,1,Two Year,1,Bank Withdrawal,95.35,9825.79,0,65-80
3,5,57,1,42.14,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.5,3549.69,0,25-34
0,0,68,0,0.0,0,1,Cable,13.0,0,1,0,1,1,Month-to-Month,0,Bank Withdrawal,44.95,3085.35,0,45-54
0,0,1,1,38.21,0,1,Cable,13.0,1,0,0,0,1,Month-to-Month,1,Credit Card,49.8,88.01,0,55-64
1,7,71,1,48.59,1,1,DSL,15.0,1,1,0,0,1,One Year,0,Bank Withdrawal,69.2,8432.39,0,65-80
0,0,44,1,42.92,0,1,Fiber Optic,23.0,0,1,0,1,1,Month-to-Month,0,Bank Withdrawal,100.55,6286.63,1,35-44
0,10,27,1,20.96,0,0,No,0.0,0,0,0,0,0,One Year,1,Credit Card,20.55,1149.22,0,35-44
0,6,71,1,28.02,0,1,DSL,27.0,0,1,1,1,1,Two Year,1,Credit Card,79.1,7554.27,0,18-24
0,2,63,1,1.43,1,1,Fiber Optic,16.0,1,0,0,0,1,One Year,1,Credit Card,99.65,6401.29,0,35-44
0,0,17,1,40.55,0,1,Cable,41.0,0,0,0,0,1,Month-to-Month,1,Credit Card,64.7,1782.45,1,18-24
0,8,72,1,4.15,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,25.4,2095.9,0,35-44
0,0,9,1,41.92,0,1,Cable,29.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,44.2,780.63,1,35-44
0,7,1,1,17.84,1,1,Fiber Optic,20.0,0,0,0,0,1,Two Year,0,Bank Withdrawal,74.3,92.14,0,65-80
0,1,1,1,13.02,1,1,Fiber Optic,30.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,90.6,103.62,1,65-80
0,10,65,1,36.49,0,1,Fiber Optic,9.0,0,1,1,1,1,Two Year,1,Credit Card,105.85,9097.35,0,65-80
0,0,52,1,4.22,0,1,DSL,18.0,1,0,1,0,1,One Year,1,Mailed Check,64.3,3630.04,0,35-44
0,0,9,1,13.05,0,1,Fiber Optic,73.0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.85,825.65,0,25-34
0,0,1,0,0.0,0,1,DSL,8.0,0,0,1,0,0,Month-to-Month,1,Bank Withdrawal,39.65,59.65,1,65-80
1,10,21,1,18.0,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,19.8,728.1,0,35-44
2,5,63,1,28.92,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,24.65,3396.46,0,18-24
0,0,6,1,1.15,1,1,Fiber Optic,3.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,90.1,528.2,1,45-54
0,0,25,1,6.0,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.2,682.1,0,35-44
0,0,66,0,0.0,0,1,DSL,29.0,1,1,1,1,0,Two Year,1,Mailed Check,47.4,3177.25,0,55-64
0,0,44,1,44.92,1,1,Fiber Optic,16.0,0,0,1,0,1,Month-to-Month,1,Credit Card,90.4,6039.48,0,45-54
0,0,60,1,35.13,0,1,DSL,3.0,1,0,1,1,1,One Year,0,Credit Card,79.0,6908.9,0,55-64
0,0,18,1,36.49,1,1,Fiber Optic,3.0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,99.85,2433.77,1,25-34
0,9,60,1,34.48,1,1,Fiber Optic,51.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,99.8,8054.55,0,18-24
0,0,11,1,30.91,1,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,23.15,585.21,1,35-44
0,0,59,1,9.7,0,1,DSL,6.0,0,0,1,0,1,One Year,1,Bank Withdrawal,61.35,4217.8,0,45-54
0,0,12,1,44.78,0,1,DSL,12.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,49.05,1101.09,0,55-64
0,1,8,1,23.68,0,1,DSL,41.0,1,0,0,1,1,Two Year,0,Credit Card,65.5,753.79,0,18-24
0,0,28,0,0.0,0,1,DSL,14.0,0,0,1,0,1,Month-to-Month,1,Credit Card,29.75,790.7,0,35-44
1,0,12,1,17.85,1,1,Fiber Optic,19.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,84.05,1180.75,0,55-64
2,9,30,1,24.56,1,1,Fiber Optic,18.0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,107.5,3979.3,0,55-64
0,0,12,1,28.63,0,1,Cable,7.0,0,1,1,1,0,Month-to-Month,1,Credit Card,83.8,1408.73,1,65-80
0,0,2,1,29.28,0,1,Cable,4.0,0,1,0,0,1,Month-to-Month,0,Credit Card,49.2,162.26,0,35-44
0,0,3,1,22.77,0,1,DSL,51.0,0,0,0,0,1,Month-to-Month,0,Credit Card,55.15,227.46,1,25-34
0,0,41,0,0.0,0,1,Cable,21.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,40.35,1677.85,0,55-64
3,1,55,1,1.44,1,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,25.65,1467.2,0,35-44
0,0,8,1,5.02,1,1,Fiber Optic,26.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,81.25,626.11,1,65-80
0,1,72,1,3.07,1,1,Fiber Optic,23.0,0,1,1,0,1,Two Year,1,Bank Withdrawal,103.4,7593.69,1,45-54
0,5,72,1,43.84,1,1,Fiber Optic,15.0,1,1,0,1,1,Two Year,1,Bank Withdrawal,100.55,10481.58,0,55-64
3,0,30,1,48.43,0,1,Fiber Optic,58.0,0,0,1,0,1,One Year,0,Bank Withdrawal,86.45,3990.95,0,45-54
4,8,25,1,19.56,1,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,-8.0,1035.85,0,55-64
0,0,1,1,5.94,1,1,Fiber Optic,8.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.1,81.04,1,35-44
0,0,46,1,41.17,1,1,Fiber Optic,30.0,0,1,1,0,1,Two Year,1,Bank Withdrawal,104.45,6720.89,0,65-80
0,1,32,1,33.57,1,1,Fiber Optic,26.0,1,0,0,0,0,Month-to-Month,1,Credit Card,-8.0,4353.07,1,35-44
0,0,31,1,37.07,1,1,Fiber Optic,23.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,80.45,3578.27,0,35-44
0,7,68,0,0.0,0,1,Cable,16.0,1,0,1,0,1,Two Year,1,Bank Withdrawal,54.1,3794.5,0,35-44
0,6,58,1,37.15,1,1,Fiber Optic,7.0,1,1,0,1,1,Two Year,1,Credit Card,109.1,8548.35,0,45-54
2,1,70,0,0.0,0,1,Cable,19.0,0,1,1,1,1,One Year,1,Bank Withdrawal,58.4,4080.62,0,45-54
0,1,1,1,39.79,0,1,Fiber Optic,7.0,0,0,0,0,1,Month-to-Month,1,Mailed Check,80.05,119.84,1,45-54
0,0,48,1,45.51,1,1,DSL,27.0,1,1,1,0,1,One Year,1,Credit Card,83.45,6072.33,0,25-34
0,5,72,1,41.21,1,1,Fiber Optic,73.0,1,1,1,0,1,Two Year,1,Credit Card,110.65,11032.77,0,18-24
0,1,3,1,29.29,0,1,Cable,52.0,0,1,1,0,1,Month-to-Month,1,Mailed Check,56.15,256.02,1,18-24
0,1,2,1,9.76,0,1,Cable,27.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.7,160.97,1,25-34
0,0,8,1,32.31,0,1,Fiber Optic,6.0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,84.95,926.88,1,35-44
0,0,63,1,16.57,0,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,20.6,2342.61,0,25-34
0,1,35,1,15.98,1,1,Cable,22.0,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,100.5,4212.65,1,65-80
0,4,13,1,45.6,0,1,Fiber Optic,11.0,0,0,1,0,1,Month-to-Month,1,Mailed Check,96.65,1755.65,1,45-54
1,4,30,1,36.74,0,1,Cable,18.0,0,0,1,1,1,One Year,1,Bank Withdrawal,64.5,3087.35,0,55-64
0,10,60,0,0.0,0,1,DSL,2.0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,60.2,3582.4,0,25-34
0,1,33,1,26.8,0,1,Fiber Optic,17.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,91.25,3978.45,0,55-64
0,2,54,1,8.83,1,1,Fiber Optic,21.0,1,1,0,0,1,One Year,0,Bank Withdrawal,106.55,6240.12,1,55-64
2,7,67,1,3.3,1,1,Fiber Optic,19.0,1,0,1,1,1,One Year,1,Bank Withdrawal,109.4,7464.36,0,45-54
0,10,25,1,2.34,0,1,DSL,73.0,1,1,0,1,1,Month-to-Month,1,Credit Card,71.05,1868.12,0,25-34
0,0,72,1,24.19,1,1,Fiber Optic,13.0,0,1,1,1,1,Two Year,1,Bank Withdrawal,111.6,9754.43,0,35-44
0,0,18,1,38.87,1,1,Fiber Optic,7.0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,80.65,2181.56,1,55-64
0,9,63,1,17.38,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.25,2332.59,0,55-64
0,7,39,1,29.56,1,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,23.8,2056.64,0,35-44
0,0,33,1,14.48,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.35,1167.59,0,18-24
0,0,48,1,11.02,0,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,19.95,1533.46,0,35-44
0,0,10,1,17.65,1,1,Fiber Optic,20.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,86.45,1007.35,1,55-64
0,6,10,1,26.17,0,1,DSL,7.0,0,1,0,0,1,One Year,0,Credit Card,49.55,737.4,0,45-54
0,8,45,1,22.8,1,1,Fiber Optic,15.0,1,0,1,0,1,Month-to-Month,1,Credit Card,84.55,4739.95,0,45-54
0,0,28,1,30.48,1,1,Fiber Optic,13.0,0,1,1,0,0,Month-to-Month,1,Bank Withdrawal,105.7,3912.94,1,25-34
0,0,64,1,44.31,1,1,Fiber Optic,4.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,115.1,10169.89,0,45-54
0,0,48,1,33.91,0,1,DSL,13.0,1,0,1,1,1,One Year,1,Credit Card,60.35,4524.08,1,45-54
0,3,68,1,3.41,1,1,Fiber Optic,26.0,0,1,1,1,1,Two Year,0,Credit Card,90.2,6529.53,0,25-34
0,0,6,1,27.69,1,1,Fiber Optic,9.0,0,0,0,0,1,Month-to-Month,1,Credit Card,73.85,567.44,0,45-54
0,0,29,1,49.52,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,19.1,1965.58,0,35-44
2,8,39,1,20.49,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,25.2,1787.06,0,55-64
0,0,20,1,25.51,1,1,Fiber Optic,9.0,0,0,0,0,0,Two Year,1,Bank Withdrawal,84.35,2265.4,0,65-80
0,0,3,1,40.79,0,1,DSL,29.0,0,0,1,0,0,Month-to-Month,1,Bank Withdrawal,49.15,301.42,1,45-54
0,0,52,1,9.37,0,1,DSL,59.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,59.45,3530.94,0,25-34
0,4,71,1,6.19,1,1,Fiber Optic,9.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,116.25,9004.24,0,35-44
0,0,41,1,38.21,0,1,DSL,5.0,1,0,1,1,1,One Year,1,Bank Withdrawal,79.85,4887.36,0,55-64
1,3,69,0,0.0,0,1,DSL,11.0,1,0,1,1,1,Two Year,0,Credit Card,39.1,2779.5,0,45-54
1,3,68,1,24.94,1,1,Fiber Optic,30.0,0,1,1,0,1,Two Year,1,Credit Card,84.4,7442.67,0,35-44
0,0,20,1,22.31,0,1,DSL,21.0,1,0,0,1,1,One Year,0,Credit Card,54.0,1502.1,0,65-80
0,2,7,1,34.66,1,1,Fiber Optic,3.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,101.95,943.47,1,65-80
0,0,35,1,42.02,0,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,20.6,2224.7,0,18-24
0,8,17,1,14.69,0,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,19.9,579.48,0,55-64
0,0,1,1,10.83,0,1,DSL,15.0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,49.55,60.38,0,45-54
0,4,7,1,31.43,0,1,DSL,24.0,0,0,0,0,0,Month-to-Month,1,Credit Card,44.25,533.46,0,55-64
0,0,62,1,36.84,1,1,Fiber Optic,13.0,1,1,1,1,1,One Year,1,Credit Card,115.05,9417.53,0,35-44
0,0,1,1,3.39,1,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,25.0,28.39,0,35-44
0,0,44,1,13.45,0,0,No,0.0,0,0,0,0,0,Two Year,0,Mailed Check,19.9,1459.9,0,35-44
0,0,39,0,0.0,0,1,DSL,14.0,0,0,1,1,1,One Year,0,Credit Card,35.55,1309.15,0,35-44
0,1,12,0,0.0,0,1,DSL,27.0,0,1,0,0,1,Month-to-Month,0,Mailed Check,29.2,309.1,1,45-54
1,4,72,1,44.03,1,1,Fiber Optic,14.0,0,1,1,1,1,Two Year,1,Bank Withdrawal,109.2,10881.61,0,35-44
1,9,47,1,6.51,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,20.05,1257.52,0,25-34
0,8,15,1,24.12,0,1,Fiber Optic,13.0,1,0,1,0,1,Month-to-Month,0,Bank Withdrawal,101.75,2031.2,0,55-64
1,0,2,1,43.93,0,1,DSL,59.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,55.3,196.51,0,18-24
0,4,54,0,0.0,0,1,DSL,4.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,24.95,1364.75,0,65-80
0,4,69,1,46.87,0,1,Fiber Optic,11.0,0,1,0,0,1,One Year,1,Credit Card,95.65,9978.23,0,25-34
0,0,72,0,0.0,0,1,Cable,9.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,65.6,4566.5,0,35-44
0,0,21,1,22.29,0,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,20.85,902.03,0,35-44
0,0,3,1,12.05,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,21.2,88.2,0,35-44
0,0,46,1,30.6,0,1,Fiber Optic,59.0,1,1,1,0,1,One Year,1,Credit Card,95.65,6071.8,0,25-34
0,2,34,1,12.98,0,1,Fiber Optic,8.0,0,0,0,0,1,Two Year,0,Credit Card,71.55,2868.67,0,65-80
0,1,31,1,2.12,1,1,Fiber Optic,17.0,0,1,1,0,0,Month-to-Month,0,Bank Withdrawal,93.8,3135.22,1,55-64
1,4,72,1,41.94,1,1,Fiber Optic,85.0,1,1,0,1,1,Two Year,1,Credit Card,107.7,10939.48,0,25-34
0,0,37,1,26.49,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.85,1764.38,0,25-34
1,7,60,1,21.98,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.65,2480.55,0,25-34
0,2,44,0,0.0,0,1,Cable,28.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,30.35,1359.7,1,65-80
0,0,62,1,47.8,1,1,Fiber Optic,8.0,0,1,1,1,1,One Year,1,Bank Withdrawal,110.75,10016.95,0,65-80
0,0,25,1,36.36,1,1,Fiber Optic,6.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,-1.0,3073.22,1,65-80
2,10,42,1,34.33,0,0,No,0.0,0,0,0,0,0,Two Year,0,Mailed Check,19.35,2309.16,0,55-64
0,0,25,1,4.94,0,1,Fiber Optic,51.0,0,0,1,1,1,Two Year,0,Bank Withdrawal,99.3,2637.0,0,18-24
4,1,18,1,18.47,0,1,DSL,30.0,0,0,0,0,1,Month-to-Month,0,Credit Card,55.95,1415.26,0,25-34
0,0,9,1,29.7,1,1,Fiber Optic,17.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,83.3,1070.6,1,45-54
0,0,68,1,20.29,1,1,DSL,29.0,1,1,1,0,1,One Year,0,Credit Card,76.75,6612.97,0,35-44
1,0,1,1,26.85,0,1,Fiber Optic,11.0,1,0,0,0,1,Month-to-Month,1,Credit Card,84.6,111.45,1,35-44
0,0,47,1,35.97,1,1,Fiber Optic,25.0,0,1,1,0,0,Month-to-Month,1,Bank Withdrawal,106.4,6818.54,1,35-44
0,0,12,1,41.11,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Mailed Check,20.45,748.67,0,25-34
0,0,2,1,29.04,0,1,Fiber Optic,21.0,0,0,0,0,1,Month-to-Month,1,Mailed Check,79.65,210.78,1,55-64
0,1,15,1,39.84,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.45,938.45,0,25-34
0,0,1,1,46.09,0,1,Fiber Optic,10.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,78.65,124.74,1,35-44
0,0,51,1,44.77,1,1,Fiber Optic,58.0,1,1,0,0,1,One Year,1,Bank Withdrawal,94.8,7120.87,1,18-24
3,8,63,1,24.5,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,25.25,3116.55,0,18-24
